,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,115,True,260,146,7
1,80,False,135,56,5
2,67,False,107,41,5
3,113,False,215,103,6
4,111,True,240,130,7
5,94,False,176,83,6
6,95,True,208,114,7
7,65,False,105,41,5
8,102,True,210,109,7
9,137,False,254,118,6
10,149,False,283,135,6
11,113,False,209,97,6
12,61,False,105,45,5
13,126,False,238,113,6
14,148,False,291,144,6
15,99,False,189,91,6
16,132,True,290,159,7
17,95,True,208,114,7
18,100,True,209,110,7
19,67,False,115,49,5
20,82,True,195,114,7
21,75,False,137,63,5
22,116,False,217,102,6
23,108,True,248,141,7
24,99,True,206,108,7
25,133,False,275,143,6
26,134,False,250,117,6
27,95,False,161,67,6
28,148,False,287,140,6
29,103,True,232,130,7
30,116,True,242,127,7
31,75,False,141,67,5
32,101,True,225,125,7
33,92,True,219,128,7
34,120,False,207,88,6
35,60,False,111,52,5
36,129,False,246,118,6
37,107,False,198,92,6
38,76,False,132,57,5
39,54,False,89,36,5
40,95,True,220,126,7
41,100,True,221,122,7
42,101,True,235,135,7
43,93,False,192,100,6
44,108,True,244,137,7
45,86,False,155,70,5
46,127,True,245,119,7
47,93,True,198,106,7
48,115,False,217,103,6
49,86,True,189,104,7
50,133,False,265,133,6
51,85,False,156,72,6
52,104,True,232,129,7
53,79,False,165,87,6
54,129,False,258,130,6
55,142,True,267,126,7
56,75,False,137,63,5
57,108,True,203,96,7
58,110,True,244,135,7
59,104,True,227,124,7
60,118,False,260,143,6
61,117,True,230,114,7
62,87,True,201,115,7
63,101,False,184,84,6
64,96,False,188,93,6
65,127,False,218,92,6
66,126,False,253,128,6
67,105,True,222,118,7
68,108,False,213,106,6
69,123,True,268,146,7
70,135,True,298,164,7
71,91,True,201,111,7
72,113,True,229,117,7
73,117,False,224,108,6
74,129,False,258,130,6
75,102,True,203,102,7
76,147,False,245,99,6
77,77,True,187,111,7
78,108,False,194,87,6
79,116,True,249,134,7
80,124,False,230,107,6
81,120,True,253,134,7
82,121,False,216,96,6
83,103,False,194,92,6
84,108,False,215,108,6
85,112,True,234,123,7
86,95,False,177,83,6
87,118,True,216,99,7
88,81,True,189,109,7
89,91,True,221,131,7
90,111,True,228,118,7
91,146,True,280,135,7
92,122,True,245,124,7
93,159,True,303,145,7
94,82,False,160,79,6
95,120,True,245,126,7
96,139,True,262,124,7
97,113,True,234,122,7
98,79,False,133,55,5
99,117,True,239,123,7
100,115,True,239,125,7
101,132,True,255,124,7
102,101,False,201,101,6
103,107,False,200,94,6
104,142,True,275,134,7
105,131,True,220,90,7
106,124,True,256,133,7
107,110,True,218,109,7
108,112,True,224,113,7
109,121,True,235,115,7
110,142,False,235,94,6
111,122,True,271,150,7
112,96,True,199,104,7
113,118,True,277,160,7
114,127,False,241,115,6
115,133,False,207,75,6
116,116,False,244,129,6
117,126,False,253,128,6
118,92,True,218,127,7
119,128,False,250,123,6
120,127,True,256,130,7
121,128,False,195,68,5
122,110,False,197,88,6
123,122,False,225,104,6
124,100,False,198,99,6
125,69,False,132,64,6
126,105,True,216,112,7
127,104,True,209,106,7
128,106,True,223,118,7
129,141,True,233,93,7
130,117,True,252,136,7
131,137,False,257,121,6
132,136,False,276,141,6
133,152,True,259,108,7
134,103,True,221,119,7
135,106,True,223,118,7
136,139,False,221,83,6
137,95,False,156,62,5
138,67,False,104,38,5
139,146,True,249,104,7
140,165,True,321,157,7
141,126,True,227,102,7
142,85,False,123,39,5
143,96,False,170,75,5
144,108,False,240,133,6
145,157,True,316,160,7
146,157,True,313,157,7
147,109,False,202,94,5
148,102,False,194,93,6
149,115,False,232,118,6
150,101,True,219,119,7
151,91,False,183,93,6
152,79,False,135,57,5
153,115,False,207,93,6
154,118,False,201,84,6
155,96,False,176,81,6
156,101,False,198,98,6
157,117,False,225,109,6
158,101,True,215,115,7
159,93,True,207,115,7
160,98,False,186,89,6
161,136,False,268,133,6
162,133,False,264,132,6
163,97,False,170,74,6
164,98,True,220,123,7
165,132,True,260,129,7
166,91,False,169,79,6
167,97,True,211,115,7
168,93,False,180,88,6
169,90,False,167,78,6
170,92,False,172,81,6
171,143,False,266,124,6
172,94,True,200,107,7
173,129,True,283,155,7
174,136,False,278,143,6
175,112,True,256,145,7
176,98,True,224,127,7
177,91,True,218,128,7
178,127,True,272,146,7
179,107,True,223,117,7
180,158,False,293,136,6
181,106,True,238,133,7
182,127,True,287,161,7
183,95,False,168,74,6
184,107,True,245,139,7
185,130,True,248,119,7
186,80,True,192,113,7
187,130,True,230,101,7
188,119,True,246,128,7
189,115,True,240,126,7
190,93,True,205,113,7
191,70,False,123,54,5
192,158,False,282,125,6
193,113,False,205,93,6
194,116,False,234,119,6
195,129,False,240,112,6
196,66,False,102,37,5
197,104,True,222,119,7
198,85,False,151,67,5
199,104,False,205,102,6
200,103,False,190,88,6
201,109,False,163,55,6
202,147,True,271,125,7
203,82,True,202,121,7
204,88,True,200,113,7
205,84,True,194,111,7
206,118,False,212,95,6
207,105,True,232,128,7
208,80,False,132,53,5
209,108,False,209,102,6
210,99,False,154,56,6
211,103,True,229,127,7
212,119,True,246,128,7
213,136,False,228,93,6
214,116,True,243,128,7
215,135,True,243,109,7
216,103,True,234,132,7
217,112,True,248,137,7
218,87,True,210,124,7
219,142,True,294,153,7
220,125,True,260,136,7
221,113,True,233,121,7
222,114,True,258,145,7
223,73,False,118,46,5
224,131,True,260,130,7
225,112,True,219,108,7
226,54,False,85,32,4
227,95,True,207,113,7
228,136,False,268,133,6
229,106,True,237,132,7
230,93,True,195,103,7
231,97,True,196,100,7
232,127,True,243,117,7
233,116,False,198,83,6
234,104,False,193,90,6
235,129,True,227,99,7
236,86,False,150,65,6
237,78,True,192,115,7
238,115,False,261,147,6
239,136,False,218,83,6
240,118,True,225,108,7
241,86,True,198,113,7
242,78,False,143,66,6
243,116,True,258,143,7
244,128,True,281,154,7
245,138,False,265,128,6
246,100,True,228,129,7
247,94,True,221,128,7
248,109,False,186,78,6
249,153,False,220,68,6
250,98,False,182,85,6
251,145,False,275,131,6
252,127,True,254,128,7
253,85,True,188,104,7
254,103,False,191,89,6
255,94,True,207,114,7
256,102,True,222,121,7
257,105,True,206,102,7
258,115,True,247,133,7
259,102,True,217,116,7
260,107,True,248,142,7
261,151,True,261,111,7
262,155,True,293,139,7
263,120,False,234,115,6
264,108,True,214,107,7
265,123,False,226,104,6
266,125,True,259,135,7
267,89,True,198,110,7
268,76,True,189,114,7
269,91,True,209,119,7
270,123,True,234,112,7
271,101,True,211,111,7
272,103,True,232,130,7
273,97,False,183,87,6
274,82,True,202,121,7
275,98,True,212,115,7
276,99,False,182,84,5
277,137,True,249,113,7
278,108,True,234,127,7
279,110,True,210,101,7
280,116,False,240,125,6
281,108,True,216,109,7
282,123,False,220,98,6
283,93,True,203,111,7
284,142,False,263,122,6
285,157,False,271,115,6
286,67,False,121,55,5
287,116,False,200,85,6
