,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,103,True,224,285.00,7
1,109,True,231,291.00,7
2,120,True,268,328.00,7
3,129,True,258,306.00,7
4,81,False,151,109.00,5
5,118,False,227,179.00,6
6,92,False,187,150.00,6
7,152,True,306,350.00,7
8,159,False,305,240.00,6
9,101,True,218,281.00,7
10,136,True,288,338.00,7
11,101,False,196,155.00,6
12,70,False,112,65.00,5
13,161,False,313,251.00,6
14,126,True,264,318.00,7
15,106,False,195,146.00,6
16,101,True,227,290.00,7
17,103,True,221,283.00,7
18,123,False,248,200.00,6
19,122,False,261,220.00,6
20,119,True,268,332.00,7
21,115,True,237,293.00,7
22,159,True,337,384.00,7
23,100,True,209,270.00,7
24,106,False,214,174.00,6
25,100,False,183,133.00,5
26,93,True,202,265.00,7
27,127,False,253,206.00,6
28,79,True,189,260.00,7
29,114,True,239,295.00,7
30,128,False,259,210.00,6
31,125,True,259,311.00,7
32,149,False,235,157.00,6
33,140,True,321,382.00,7
34,118,True,238,292.00,7
35,105,True,234,296.00,7
36,78,False,139,98.00,6
37,124,False,199,135.00,6
38,95,True,212,276.00,7
39,106,True,221,276.00,7
40,115,True,255,318.00,7
41,113,True,240,297.00,7
42,85,True,184,249.00,7
43,84,False,160,121.00,6
44,126,False,239,184.00,6
45,95,True,200,261.00,7
46,97,False,183,140.00,6
47,100,True,224,289.00,7
48,151,True,311,351.00,7
49,128,True,256,305.00,7
50,108,True,242,303.00,7
51,86,False,133,79.00,5
52,126,True,240,285.00,7
53,106,True,231,294.00,7
54,107,True,248,317.00,7
55,104,False,192,143.00,6
56,111,False,210,162.00,6
57,98,False,202,166.00,6
58,125,True,270,328.00,7
59,86,True,199,265.00,7
60,106,True,239,306.00,7
61,91,True,212,281.00,7
62,129,True,279,335.00,7
63,74,False,155,125.00,6
64,117,False,212,159.00,6
65,93,False,163,116.00,6
66,97,True,201,259.00,7
67,99,True,219,280.00,7
68,117,True,245,301.00,7
69,95,False,185,142.00,6
70,110,True,225,284.00,7
71,98,True,218,284.00,7
72,98,False,185,142.00,6
73,138,True,297,350.00,7
74,117,False,207,152.00,6
75,112,True,240,298.00,7
76,91,True,206,272.00,7
77,78,False,132,86.00,5
78,128,True,276,332.00,7
79,88,True,216,287.00,7
80,84,False,142,93.00,5
81,137,False,269,216.00,6
82,61,False,90,42.00,5
83,78,False,152,118.00,6
84,102,True,237,305.00,7
85,116,True,267,334.00,7
86,124,False,253,206.00,6
87,94,False,157,108.00,6
88,93,True,222,289.00,7
89,141,False,277,219.00,6
90,105,True,228,290.00,7
91,104,True,247,316.00,7
92,81,False,149,111.00,6
93,116,True,254,311.00,7
94,77,False,134,91.00,6
95,94,False,180,138.00,6
96,94,True,212,278.00,7
97,119,True,258,316.00,7
98,121,False,245,200.00,6
99,116,True,264,329.00,7
100,90,False,181,142.00,6
101,89,False,131,72.00,5
102,102,False,201,159.00,6
103,96,False,155,102.00,6
104,104,False,180,129.00,6
105,112,False,213,165.00,6
106,84,True,192,259.00,7
107,88,False,176,140.00,6
108,112,False,208,158.00,6
109,118,True,222,271.00,7
110,104,True,216,274.00,7
111,105,True,219,279.00,7
112,85,True,196,263.00,7
113,103,False,173,120.00,6
114,83,False,161,125.00,6
115,96,False,197,160.00,6
116,130,True,272,324.00,7
117,87,True,206,278.00,7
118,116,True,255,314.00,7
119,103,True,231,294.00,7
120,105,False,212,170.00,6
121,126,True,238,284.00,7
122,125,True,284,345.00,7
123,110,False,201,151.00,6
124,159,True,323,363.00,7
125,116,False,216,164.00,6
126,100,True,237,306.00,7
127,108,False,199,151.00,6
128,127,True,268,325.00,7
129,91,True,203,269.00,7
130,116,True,237,293.00,7
131,149,False,300,246.00,6
132,96,False,196,158.00,6
133,135,True,282,334.00,7
134,165,True,330,366.00,7
135,103,True,233,298.00,7
136,95,True,223,292.00,7
137,102,True,217,274.00,7
138,131,False,248,194.00,6
139,78,True,189,258.00,7
140,117,True,234,286.00,7
141,92,True,200,262.00,7
142,125,False,243,192.00,6
143,90,False,170,129.00,6
144,112,False,216,169.00,6
145,131,False,281,238.00,6
146,110,False,190,136.00,6
147,110,False,227,185.00,6
148,115,True,227,279.00,7
149,105,True,223,280.00,7
150,104,True,219,280.00,7
151,84,True,201,269.00,7
152,104,True,247,315.00,7
153,94,False,185,145.00,6
154,80,True,184,252.00,7
155,107,False,220,181.00,6
156,126,False,263,219.00,6
157,104,True,226,288.00,7
158,86,True,201,271.00,7
159,124,True,259,315.00,7
160,99,False,190,147.00,6
161,114,False,241,200.00,6
162,90,True,227,300.00,7
163,85,False,163,123.00,6
164,90,True,208,275.00,7
165,101,True,235,299.00,7
166,119,True,268,327.00,7
167,108,False,221,181.00,6
168,97,False,144,82.00,5
169,113,True,247,309.00,7
170,172,True,345,384.00,7
171,107,False,209,166.00,6
172,95,False,185,144.00,6
173,93,True,206,272.00,7
174,149,False,279,216.00,6
175,111,True,252,317.00,7
176,111,True,261,331.00,7
177,134,True,319,382.00,7
178,91,True,213,283.00,7
179,148,True,283,325.00,7
180,111,True,221,277.00,7
181,118,True,252,313.00,7
182,86,False,183,151.00,6
183,103,False,219,183.00,6
184,100,False,199,157.00,6
185,111,True,227,282.00,7
186,110,False,222,182.00,6
187,85,False,186,155.00,6
188,101,False,201,160.00,6
189,83,False,169,135.00,6
190,130,True,286,340.00,7
191,108,True,232,294.00,7
192,101,False,204,164.00,6
193,59,False,96,56.00,5
194,119,True,260,322.00,7
195,127,True,281,341.00,7
196,116,False,229,183.00,6
197,131,True,301,364.00,7
198,111,False,233,189.00,6
199,84,True,205,275.00,7
200,109,True,240,301.00,7
201,138,True,298,353.00,7
202,79,True,197,269.00,7
203,106,False,169,111.00,6
204,110,True,252,318.00,7
205,97,False,187,145.00,6
206,101,False,189,144.00,6
207,119,True,245,301.00,7
208,127,False,259,212.00,6
209,128,False,281,241.00,6
210,105,True,242,310.00,7
211,117,False,233,186.00,6
212,107,True,223,281.00,7
213,92,True,212,278.00,7
214,117,True,261,323.00,7
215,138,True,273,320.00,7
216,63,False,107,67.00,5
217,115,False,234,191.00,6
218,83,True,205,277.00,7
219,85,False,167,130.00,6
220,95,False,181,139.00,6
221,132,False,275,229.00,6
222,79,True,190,261.00,7
223,102,False,198,155.00,6
224,128,True,286,345.00,7
225,117,True,252,311.00,7
226,117,True,260,321.00,7
227,86,True,203,273.00,7
228,106,True,247,314.00,7
229,88,True,214,283.00,7
230,92,False,176,134.00,6
231,86,True,209,280.00,7
232,86,False,162,123.00,6
233,112,True,269,339.00,7
234,124,True,259,314.00,7
235,100,True,226,293.00,7
236,91,True,200,266.00,7
237,72,False,117,71.00,5
238,65,False,105,61.00,5
239,94,True,210,274.00,7
240,98,True,201,261.00,7
241,74,False,141,106.00,6
242,127,True,275,329.00,7
243,67,True,181,256.00,7
244,124,True,265,322.00,7
245,132,True,312,374.00,7
246,116,False,220,168.00,6
247,110,True,235,292.00,7
248,100,False,202,160.00,6
249,107,False,222,182.00,6
250,115,False,226,181.00,6
251,104,False,225,190.00,6
252,128,False,307,276.00,6
253,131,False,264,215.00,6
254,108,True,249,318.00,7
255,106,True,245,312.00,7
256,90,True,215,286.00,7
257,89,True,213,283.00,7
258,109,False,224,182.00,6
259,103,True,228,293.00,7
260,129,False,226,166.00,6
261,99,False,192,151.00,6
262,97,True,226,291.00,7
263,103,False,190,143.00,6
264,109,False,230,192.00,6
265,87,True,205,273.00,7
266,100,False,181,134.00,6
267,107,True,228,288.00,7
268,120,True,242,293.00,7
269,99,True,229,300.00,7
270,91,False,175,134.00,6
271,104,True,233,299.00,7
272,100,True,236,300.00,7
273,106,True,244,310.00,7
274,104,False,213,173.00,6
275,131,False,268,220.00,6
276,89,True,207,275.00,7
277,109,True,239,299.00,7
278,147,True,333,392.00,7
279,119,False,227,179.00,6
280,121,False,253,211.00,6
281,112,False,222,178.00,6
282,113,False,221,172.00,6
283,88,True,214,285.00,7
284,101,True,225,287.00,7
285,106,False,192,144.00,6
286,89,True,210,279.00,7
287,80,False,164,128.00,6
288,104,False,205,161.00,6
289,97,False,207,171.00,6
290,143,True,311,366.00,7
291,75,False,136,98.00,6
292,93,False,184,146.00,6
293,98,True,227,291.00,7
294,111,True,234,290.00,7
295,96,False,204,169.00,6
296,115,True,282,349.00,7
297,118,True,259,323.00,7
298,95,False,203,167.00,6
299,94,True,212,281.00,7
300,109,True,239,300.00,7
301,96,True,220,286.00,7
302,103,True,244,316.00,7
303,83,False,158,120.00,6
304,88,True,226,298.00,7
305,80,False,158,124.00,6
306,161,False,309,246.00,6
307,102,True,221,285.00,7
308,98,True,215,277.00,7
309,102,True,230,294.00,7
310,87,True,204,275.00,7
311,104,True,224,284.00,7
312,101,True,227,293.00,7
313,98,True,225,292.00,7
314,90,False,171,130.00,6
315,116,True,287,354.00,7
316,78,False,136,92.00,5
317,98,False,178,133.00,6
318,99,True,203,261.00,7
319,131,False,287,246.00,6
320,142,False,272,214.00,6
321,80,False,153,114.00,6
322,94,False,168,124.00,6
323,89,True,210,280.00,7
324,92,True,230,304.00,7
325,101,True,241,312.00,7
326,123,False,196,131.00,6
327,105,False,208,164.00,6
328,101,True,241,311.00,7
329,92,True,216,286.00,7
330,77,False,159,126.00,6
331,96,True,221,289.00,7
332,77,True,188,260.00,7
333,97,True,231,302.00,7
334,105,False,205,162.00,6
335,82,False,166,132.00,6
336,108,True,266,338.00,7
337,134,True,321,384.00,7
338,103,True,240,307.00,7
339,117,False,262,226.00,6
340,127,True,272,331.00,7
341,117,True,285,354.00,7
342,84,True,197,266.00,7
343,80,False,132,84.00,5
344,92,True,219,290.00,7
345,93,False,181,141.00,6
346,101,True,244,316.00,7
347,101,True,246,317.00,7
348,83,False,161,121.00,6
349,90,True,209,278.00,7
350,96,True,223,292.00,7
351,71,False,124,81.00,5
352,88,False,172,134.00,6
353,129,False,252,200.00,6
354,103,False,208,168.00,6
355,97,True,238,312.00,7
356,133,False,264,213.00,6
357,139,False,264,207.00,6
358,101,True,232,300.00,7
359,87,False,161,120.00,6
360,138,True,316,380.00,7
361,116,False,249,207.00,6
362,101,False,216,181.00,6
363,126,True,287,349.00,7
364,105,True,241,307.00,7
365,97,True,238,309.00,7
366,91,True,220,293.00,7
367,91,True,219,293.00,7
368,102,False,210,172.00,6
369,105,True,256,324.00,7
370,111,True,252,319.00,7
371,106,True,223,285.00,7
372,96,False,202,163.00,6
373,99,False,206,169.00,6
374,125,False,266,223.00,6
375,104,True,250,322.00,7
376,134,True,283,338.00,7
377,126,False,224,166.00,6
378,108,True,241,307.00,7
379,107,True,256,323.00,7
380,101,False,220,185.00,6
381,106,False,207,163.00,6
382,107,False,227,190.00,6
383,109,False,221,178.00,6
384,117,True,243,300.00,7
385,113,True,233,291.00,7
386,55,False,83,41.00,5
387,108,False,226,188.00,6
388,79,True,183,251.00,7
389,81,True,195,265.00,7
390,88,True,197,262.00,7
391,101,True,227,294.00,7
392,100,True,217,283.00,7
