,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,103,True,228,167.00,7
1,138,False,260,-69.00,6
2,136,True,296,135.00,7
3,116,False,237,38.00,6
4,89,True,209,188.00,7
5,122,False,216,-93.00,6
6,74,False,141,32.00,6
7,66,False,115,6.00,5
8,86,True,198,167.00,7
9,142,True,311,150.00,7
10,100,True,228,177.00,7
11,99,True,197,46.00,7
12,137,True,285,64.00,7
13,134,False,258,-31.00,6
14,91,False,165,-14.00,6
15,126,True,257,56.00,7
16,97,False,179,-30.00,6
17,107,False,215,36.00,6
18,112,False,255,156.00,6
19,106,True,225,104.00,7
20,90,True,208,177.00,7
21,122,True,284,193.00,7
22,115,True,232,1.00,7
23,99,True,219,148.00,7
24,114,False,210,-49.00,6
25,98,False,205,76.00,6
26,99,True,212,111.00,7
27,74,False,121,-58.00,5
28,92,True,190,89.00,7
29,63,False,101,-28.00,5
30,150,True,263,-108.00,7
31,129,False,277,98.00,6
32,88,True,203,162.00,7
33,87,False,154,-45.00,5
34,105,True,215,94.00,7
35,99,True,207,96.00,7
36,80,False,121,-98.00,5
37,98,True,216,145.00,7
38,115,False,226,7.00,6
39,100,True,240,209.00,7
40,112,False,222,-7.00,6
41,98,True,217,186.00,7
42,91,True,199,108.00,7
43,104,True,218,107.00,7
44,102,False,216,77.00,6
45,105,False,204,5.00,6
46,91,True,220,219.00,7
47,102,False,194,-5.00,6
48,158,True,298,-63.00,7
49,134,True,293,122.00,7
50,91,True,203,132.00,7
51,86,False,156,-3.00,5
52,113,False,226,27.00,6
53,119,True,250,99.00,7
54,114,False,207,-72.00,6
55,113,True,230,79.00,7
56,154,True,312,51.00,7
57,67,False,121,22.00,5
58,93,True,206,145.00,7
59,105,False,186,-53.00,6
60,95,True,221,180.00,7
61,100,False,193,14.00,6
62,104,True,210,49.00,7
63,116,True,251,160.00,7
64,96,False,190,21.00,6
65,142,False,280,-19.00,6
66,108,True,225,94.00,7
67,134,True,298,137.00,7
68,97,True,217,146.00,7
69,109,False,186,-113.00,6
70,92,True,206,125.00,7
71,86,True,198,157.00,7
72,115,False,187,-152.00,6
73,88,True,194,103.00,7
74,103,False,191,-28.00,6
75,86,False,154,-35.00,5
76,115,True,242,111.00,7
77,115,False,221,-8.00,6
78,100,True,224,153.00,7
79,137,True,297,116.00,7
80,93,True,205,134.00,7
81,110,False,209,-10.00,6
82,128,True,276,95.00,7
83,111,True,246,175.00,7
84,124,True,234,-57.00,7
85,83,True,211,230.00,7
86,111,True,248,157.00,7
87,95,True,225,194.00,7
88,100,True,216,145.00,7
89,107,True,229,128.00,7
90,113,True,255,164.00,7
91,112,True,222,31.00,7
92,138,False,266,-33.00,6
93,112,True,243,102.00,7
94,95,False,189,40.00,6
95,64,False,113,14.00,5
96,75,False,142,43.00,5
97,117,False,248,79.00,6
98,123,True,280,159.00,7
99,124,True,264,103.00,7
100,136,False,274,5.00,6
101,109,True,242,121.00,7
102,101,False,204,35.00,6
103,130,False,270,51.00,6
104,133,True,278,87.00,7
105,123,True,228,-43.00,7
106,142,False,289,30.00,6
107,125,True,243,2.00,7
108,114,False,212,-37.00,6
109,42,False,55,-34.00,4
110,103,True,233,172.00,7
111,115,True,262,171.00,7
