,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,153,False,298,-1.32,6
1,111,True,239,0.84,7
2,144,False,241,-1.39,6
3,114,True,232,0.78,7
4,93,True,220,0.96,7
5,111,False,199,-1.23,6
6,103,False,203,-1.13,6
7,140,False,270,-1.27,6
8,118,False,248,-1.14,6
9,76,False,143,-1.07,6
10,84,False,145,-1.14,6
11,143,False,263,-1.33,6
12,104,True,236,0.89,7
13,117,False,217,-1.23,6
14,100,True,220,0.88,7
15,88,False,170,-1.11,6
16,129,True,280,0.80,7
17,81,False,145,-1.10,5
18,84,True,194,0.93,7
19,95,False,191,-1.11,6
20,57,False,94,-1.05,5
21,89,True,203,0.90,7
22,101,False,176,-1.21,6
23,131,True,258,0.73,7
24,127,False,254,-1.18,6
25,97,True,209,0.90,7
26,100,False,188,-1.14,6
27,124,True,282,0.83,7
28,89,False,146,-1.19,6
29,96,False,174,-1.16,6
30,107,True,238,0.86,7
31,69,False,114,-1.09,5
32,86,False,170,-1.08,6
33,89,False,167,-1.11,5
34,102,False,191,-1.16,6
35,89,True,200,0.90,7
36,141,True,321,0.84,7
37,73,False,129,-1.09,5
38,141,False,298,-1.19,6
39,101,False,190,-1.16,6
40,114,True,247,0.86,7
41,108,True,218,0.80,7
42,95,False,182,-1.12,6
43,81,True,197,0.95,7
44,95,True,212,0.89,7
45,106,True,219,0.80,7
46,114,True,254,0.84,7
47,125,False,276,-1.10,6
48,111,False,196,-1.24,6
49,96,False,162,-1.21,6
50,115,True,226,0.76,7
51,118,False,211,-1.26,6
52,152,True,280,0.60,7
53,49,False,61,-1.09,4
54,132,False,239,-1.28,6
55,133,False,212,-1.39,6
56,110,False,208,-1.18,6
57,117,True,249,0.84,7
58,103,True,240,0.91,7
59,118,True,269,0.87,7
60,108,True,227,0.82,7
61,135,True,306,0.82,7
62,99,False,173,-1.19,6
63,103,True,225,0.87,7
64,147,False,255,-1.39,6
65,104,True,207,0.79,7
66,99,True,216,0.86,7
67,116,True,233,0.76,7
68,91,True,207,0.92,7
69,123,True,257,0.78,7
70,116,True,249,0.80,7
71,119,True,246,0.77,7
72,105,True,218,0.81,7
73,116,True,254,0.86,7
74,45,False,58,-1.05,4
75,105,False,199,-1.16,6
76,132,True,294,0.80,7
77,130,False,251,-1.24,6
78,92,False,170,-1.13,5
79,106,False,207,-1.15,6
80,100,True,211,0.83,7
81,105,False,183,-1.22,6
82,129,True,283,0.85,7
83,100,True,228,0.89,7
84,99,True,216,0.86,7
85,116,True,267,0.87,7
86,140,False,288,-1.21,6
87,94,False,183,-1.11,6
88,125,False,216,-1.29,6
89,104,True,217,0.81,7
90,100,False,150,-1.27,5
91,118,True,240,0.76,7
92,121,False,250,-1.13,6
93,101,False,180,-1.19,6
94,153,False,327,-1.21,6
95,126,False,232,-1.27,6
96,89,True,199,0.89,7
97,111,True,225,0.80,7
98,131,False,266,-1.20,6
99,90,True,208,0.92,7
100,142,True,310,0.72,7
101,113,False,203,-1.24,6
102,116,True,238,0.78,7
103,107,True,230,0.84,7
104,93,True,213,0.90,7
105,112,False,183,-1.30,6
106,171,False,279,-1.56,6
107,102,False,188,-1.16,6
108,84,False,166,-1.08,6
109,102,True,205,0.78,7
110,95,False,164,-1.18,6
111,111,False,208,-1.18,6
112,103,True,225,0.84,7
113,158,True,341,0.76,7
