,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,96,True,214,252.00,7
1,111,False,204,134.00,6
2,114,False,241,180.00,6
3,109,True,217,244.00,7
4,86,True,191,230.00,7
5,83,True,199,241.00,7
6,104,True,231,264.00,7
7,126,False,226,150.00,6
8,94,True,205,241.00,7
9,110,False,223,160.00,6
10,97,False,182,121.00,5
11,105,False,208,147.00,6
12,135,False,232,149.00,6
13,86,True,202,241.00,7
14,125,True,276,309.00,7
15,136,False,260,183.00,6
16,120,False,224,153.00,6
17,110,True,230,263.00,7
18,94,True,233,277.00,7
19,142,False,292,222.00,6
20,89,False,162,99.00,6
21,121,False,217,143.00,6
22,87,True,197,237.00,7
23,83,False,160,104.00,5
24,116,False,216,146.00,6
25,131,True,289,319.00,7
26,111,True,253,289.00,7
27,99,True,219,255.00,7
28,142,False,258,175.00,6
29,144,True,307,329.00,7
30,134,True,279,304.00,7
31,58,False,98,45.00,5
32,117,False,234,167.00,6
33,130,False,227,146.00,6
34,137,True,269,288.00,7
35,85,True,200,243.00,7
36,87,True,208,252.00,7
37,113,True,244,275.00,7
38,117,False,224,155.00,6
39,116,True,226,249.00,7
40,107,True,242,279.00,7
41,67,False,113,55.00,5
42,64,False,110,55.00,5
43,106,False,225,169.00,6
44,68,False,130,76.00,6
45,92,True,206,244.00,7
46,120,True,290,328.00,7
47,107,False,200,131.00,6
48,119,False,208,131.00,6
49,103,True,225,260.00,7
50,94,True,242,288.00,7
51,92,True,226,273.00,7
52,104,False,199,135.00,6
53,102,False,197,133.00,6
54,103,False,205,144.00,6
55,69,False,112,53.00,5
56,102,True,219,254.00,7
57,85,True,196,238.00,7
58,130,False,281,217.00,6
59,71,False,112,52.00,5
60,115,True,239,266.00,7
61,115,True,244,275.00,7
62,91,True,199,234.00,7
63,109,False,208,141.00,6
64,95,True,227,272.00,7
65,130,True,251,267.00,7
66,125,False,242,172.00,6
67,131,False,290,229.00,6
68,151,True,325,347.00,7
69,115,True,253,286.00,7
70,93,False,186,129.00,6
71,104,True,244,285.00,7
72,91,True,199,233.00,7
73,121,True,257,289.00,7
74,150,True,268,274.00,7
